solution_id,method,sensor,algorithm,data_rate_Hz,geometric_LOD,condition_LOD,detection_threshold,storage,communication,deployment,crew_size,inspection_cycle_days,f1_total_cost_USD,f2_one_minus_recall,f3_latency_seconds,f4_traffic_disruption_hours,f5_carbon_emissions_kgCO2e_year,f6_system_reliability_inverse_MTBF,detection_recall,system_MTBF_hours,system_MTBF_years,annual_cost_USD,cost_per_km_year,carbon_footprint_tons_CO2_year,is_feasible,constraint_violation,time_seconds,weights
11,WeightedSumBaseline,Vehicle_Accelerometer_Pro,ML_SVM_Optimized,39.59661920868747,Micro,Macro,0.6281523417310144,Storage_Hybrid_Tiered,Communication_Fiber_Metro,Deployment_Cloud_GPU_A4000,2,50,1327283.396710854,0.05042425579076526,70.15919679111528,6.634938503936462,327.26181725448583,0.00022915448169173942,0.9495757442092347,4363.868394008582,0.4981584924667331,132728.3396710854,663.641698355427,0.32726181725448583,True,0.0,17.040797233581543,"[0.5, 0.0, 0.0, 0.0, 0.5, 0.0]"
12,WeightedSumBaseline,MMS_ZF_Profiler9020C,DL_UNet_Standard,39.22860842106722,Meso,Meso,0.3022829712509948,Storage_Hybrid_Tiered,Communication_Fiber_Metro,Deployment_Intel_NUC_Extreme,3,41,3311947.0281864805,0.040000000000000036,199.11436527784807,100.31670336339974,2879.4971269595735,8.02771311841247e-05,0.96,12456.847737949014,1.42201458195765,331194.7028186481,1655.9735140932403,2.8794971269595737,True,0.0,17.040797233581543,"[0.5, 0.0, 0.0, 0.0, 0.0, 0.5]"
13,WeightedSumBaseline,Vehicle_Accelerometer_Pro,ML_SVM_Optimized,40.84189643883718,Micro,Macro,0.17576272121449515,Storage_Google_Cloud,Communication_Fiber_Metro,Deployment_Jetson_AGX_Orin,2,92,3466535.4948413074,0.040000000000000036,66.16125707913358,3.605944839095903,204.38904223485136,0.0004479684785181201,0.96,2232.299922771353,0.25482875830723206,346653.54948413075,1733.2677474206537,0.20438904223485135,True,0.0,17.040797233581543,"[0.0, 0.5, 0.5, 0.0, 0.0, 0.0]"
14,WeightedSumBaseline,Vehicle_Accelerometer_Pro,DL_YOLOv8_SOTA,29.720699840835593,Micro,Meso,0.548959523585177,Storage_Google_Cloud,Communication_5G_SmallCell,Deployment_Intel_NUC_Extreme,4,53,3416674.766998237,0.040000000000000036,66.51744051272367,8.941965638728387,313.08247518162193,0.00044132397308316556,0.96,2265.9090849151635,0.25866542065241593,341667.4766998237,1708.3373834991185,0.3130824751816219,True,0.0,17.040797233581543,"[0.0, 0.5, 0.0, 0.5, 0.0, 0.0]"
15,WeightedSumBaseline,Camera_Basler_ace2Pro,DL_EfficientNet_B0,10.0,Macro,Micro,0.19287250784393994,Storage_AWS_S3_Standard,Communication_5G_SmallCell,Deployment_Jetson_AGX_Orin,1,141,3644861.6310583204,0.040000000000000036,67.7460701754386,3.6012475596702465,129.73910861195543,0.0002100729001954669,0.96,4760.25226990025,0.5434077933676085,364486.16310583206,1822.4308155291603,0.12973910861195542,True,0.0,17.040797233581543,"[0.0, 0.5, 0.0, 0.0, 0.5, 0.0]"
16,WeightedSumBaseline,MMS_ZF_Profiler9020C,DL_YOLOv8_Nano,29.931543650090077,Meso,Micro,0.5340302266683135,Storage_Hybrid_Tiered,Communication_Fiber_Metro,Deployment_Jetson_AGX_Orin,5,23,4374177.7934234645,0.040000000000000036,188.89638756512204,218.56441167581295,3384.8180139147817,8.077838431695678e-05,0.96,12379.549411092674,1.4131905720425426,437417.7793423465,2187.0888967117326,3.384818013914782,True,0.0,17.040797233581543,"[0.0, 0.5, 0.0, 0.0, 0.0, 0.5]"
17,WeightedSumBaseline,Vehicle_Accelerometer_Pro,Edge_TinyYOLO_v4,16.87352103776589,Macro,Meso,0.5569513620198294,Storage_Google_Cloud,Communication_5G_SmallCell,Deployment_Intel_NUC_Extreme,3,137,3360850.5937139345,0.11720733408000605,66.05892470367736,3.113370518009811,154.8960948061993,0.00044132397308316556,0.882792665919994,2265.9090849151635,0.25866542065241593,336085.05937139346,1680.4252968569674,0.1548960948061993,True,0.0,17.040797233581543,"[0.0, 0.0, 0.5, 0.5, 0.0, 0.0]"
18,WeightedSumBaseline,Vehicle_Accelerometer_Pro,Traditional_Morphology,25.900911938203976,Micro,Meso,0.4933602107834708,Storage_Hybrid_Tiered,Communication_Fiber_Metro,Deployment_Intel_NUC_Extreme,5,161,1693154.6336829052,0.059528880033834386,66.02883613175415,3.237991284086118,140.39628090780178,0.0001826299309918632,0.9404711199661656,5475.55373080962,0.6250632112796369,169315.4633682905,846.5773168414526,0.1403962809078018,True,0.0,17.040797233581543,"[0.0, 0.0, 0.5, 0.0, 0.5, 0.0]"
19,WeightedSumBaseline,Camera_Basler_ace2Pro,DL_EfficientNet_B0,44.49001889704564,Macro,Macro,0.4573866912938441,Storage_Hybrid_Tiered,Communication_5G_SmallCell,Deployment_Intel_NUC_Extreme,9,54,1915663.4266911133,0.09382169890657455,73.7682695100831,24.44846954398357,310.5830064433064,0.00011154610269967157,0.9061783010934255,8964.903083099329,1.0233907629108823,191566.34266911133,957.8317133455566,0.3105830064433064,True,0.0,17.040797233581543,"[0.0, 0.0, 0.5, 0.0, 0.0, 0.5]"
20,WeightedSumBaseline,Vehicle_Accelerometer_Pro,ML_SVM_Optimized,63.80128568267398,Meso,Micro,0.6883227893899038,Storage_Hybrid_Tiered,Communication_5G_SmallCell,Deployment_Jetson_OrinNano,3,76,948533.1704024837,0.061569738086022285,66.37593508437514,5.61226001272821,235.05943456156498,0.00021063253756200873,0.9384302619139777,4747.604579874594,0.5419639931363691,94853.31704024837,474.2665852012418,0.23505943456156497,True,0.0,17.040797233581543,"[0.0, 0.0, 0.0, 0.5, 0.5, 0.0]"
21,WeightedSumBaseline,MMS_Trimble_MX50,DL_MaskRCNN_ResNet50,33.46660605434962,Macro,Meso,0.658336398055188,Storage_Hybrid_Tiered,Communication_Fiber_Metro,Deployment_Intel_NUC_Extreme,2,137,2626135.06106507,0.1306764674805353,194.4427484629709,22.352403719044794,1599.542288583411,0.00012555461625613032,0.8693235325194647,7964.661354704862,0.9092079172037514,262613.506106507,1313.0675305325349,1.599542288583411,True,0.0,17.040797233581543,"[0.0, 0.0, 0.0, 0.5, 0.0, 0.5]"
22,WeightedSumBaseline,Camera_Basler_ace2Pro,DL_EfficientNet_B0,40.263797171927365,Meso,Micro,0.5424672420388789,Storage_Google_Cloud,Communication_Fiber_Metro,Deployment_Cloud_GPU_A4000,3,108,3857156.8851543823,0.05153428763772261,77.31510903122438,8.46293176522508,179.0009780909945,0.00010083114188665738,0.9484657123622774,9917.57091399484,1.1321427984012373,385715.68851543823,1928.5784425771913,0.1790009780909945,True,0.0,17.040797233581543,"[0.0, 0.0, 0.0, 0.0, 0.5, 0.5]"
23,WeightedSumBaseline,Camera_Basler_ace2Pro,DL_EfficientNet_B0,14.346246433961149,Micro,Micro,0.5760449727009087,Storage_Google_Cloud,Communication_Fiber_Metro,Deployment_Intel_NUC_Extreme,1,78,3678303.77262402,0.040000000000000036,72.89934300808643,6.5099475117116015,233.2564468734985,0.00019391584088051286,0.96,5156.876279211147,0.5886845067592634,367830.377262402,1839.15188631201,0.2332564468734985,True,0.0,17.040797233581543,"[0.4, 0.4, 0.05, 0.05, 0.05, 0.05]"
24,WeightedSumBaseline,Vehicle_Accelerometer_Pro,DL_MobileNetV3_Edge,74.70802343012036,Meso,Macro,0.5104317393822707,Storage_Hybrid_Tiered,Communication_5G_SmallCell,Deployment_Intel_NUC_Extreme,2,94,1135949.9151798445,0.06899408213205538,66.59708749392676,3.529222608476841,200.99160364391162,0.00023478158867488357,0.9310059178679446,4259.277763831648,0.486218922811832,113594.99151798445,567.9749575899223,0.2009916036439116,True,0.0,17.040797233581543,"[0.4, 0.1, 0.4, 0.03, 0.03, 0.04]"
25,WeightedSumBaseline,Camera_Basler_ace2Pro,ML_SVM_Optimized,19.825594092321484,Meso,Macro,0.4661753427937728,Storage_AWS_S3_Standard,Communication_5G_SmallCell,Deployment_Intel_NUC_Extreme,4,78,3477449.6206786768,0.05617473373277393,71.84089827355008,13.019895023423203,230.84126181209564,0.00019110909261042857,0.9438252662672261,5232.613405990455,0.5973302974874949,347744.9620678677,1738.7248103393385,0.23084126181209563,True,0.0,17.040797233581543,"[0.1, 0.4, 0.1, 0.1, 0.1, 0.2]"
26,WeightedSumBaseline,Camera_Basler_ace2Pro,ML_XGBoost_Tuned,48.26878748605003,Meso,Meso,0.6455473740199241,Storage_Hybrid_Tiered,Communication_Fiber_Metro,Deployment_Intel_NUC_Extreme,2,68,1400355.1518731958,0.07703312097292525,69.77344592842235,10.45420982763098,267.9690677915784,0.00012341822323738436,0.9229668790270747,8102.531164110066,0.9249464799212405,140035.51518731957,700.1775759365978,0.2679690677915784,True,0.0,17.040797233581543,"[0.3, 0.1, 0.1, 0.1, 0.3, 0.1]"
27,WeightedSumBaseline,Camera_Basler_ace2Pro,Traditional_Canny_Optimized,53.10764865963474,Micro,Micro,0.5014090062984503,Storage_Google_Cloud,Communication_Fiber_Metro,Deployment_Cloud_H100,1,95,3845317.5085684503,0.040000000000000036,73.50633751689429,5.34500953593163,236.42498242266078,8.73479475995698e-05,0.96,11448.4659053961,1.3069025006159931,384531.75085684506,1922.6587542842253,0.23642498242266077,True,0.0,17.040797233581543,"[0.12136394366428756, 0.3269194522328157, 0.08237477995453726, 0.03927904995788167, 0.16414050422657153, 0.26592226996390617]"
28,WeightedSumBaseline,Vehicle_Accelerometer_Pro,ML_XGBoost_Tuned,37.26307391921412,Meso,Meso,0.4041532229044267,Storage_Hybrid_Tiered,Communication_Fiber_Metro,Deployment_Jetson_OrinNano,4,35,1241733.5034346809,0.040000000000000036,66.05826133279258,13.54069082436013,443.0303766353735,0.00020790237883185,0.96,4809.949773632909,0.5490810243873183,124173.35034346809,620.8667517173404,0.4430303766353735,True,0.0,17.040797233581543,"[0.7454626249769483, 0.1577180268574475, 1.7808597155797158e-05, 0.08639280459502029, 0.010247123780319382, 0.00016161119310873187]"
29,WeightedSumBaseline,Camera_Basler_ace2Pro,DL_EfficientNet_B0,57.08610826898549,Micro,Macro,0.46432084352213676,Storage_Hybrid_Tiered,Communication_5G_SmallCell,Deployment_Jetson_OrinNano,5,123,1432774.910506499,0.040000000000000036,115.69375770135326,9.082170674875696,201.13906014691895,0.00011845687277554616,0.96,8441.89093101263,0.9636861793393412,143277.4910506499,716.3874552532495,0.20113906014691896,True,0.0,17.040797233581543,"[0.44486467250171235, 0.3113863939207804, 0.11238062236224071, 0.03655625328318416, 0.0938760885650244, 0.0009359693670578306]"
30,WeightedSumBaseline,Camera_Basler_ace2Pro,DL_UNet_Standard,39.15518565926965,Micro,Micro,0.5183749115739128,Storage_AWS_S3_Standard,Communication_Fiber_Metro,Deployment_Intel_NUC_Extreme,6,131,4306265.327758528,0.040000000000000036,84.83036497749737,10.077995079199333,181.81125853902705,0.00017679255320927998,0.96,5656.346841805264,0.6457016942700073,430626.53277585283,2153.1326638792643,0.18181125853902705,True,0.0,17.040797233581543,"[3.417591772373795e-07, 0.334344001635511, 0.03611861829279641, 0.5020461287587544, 0.01581427906320194, 0.11167663049055922]"
31,WeightedSumBaseline,Camera_FLIR_A700,DL_MobileNetV3_Edge,66.30076435327082,Macro,Micro,0.19648542088381482,Storage_Google_Cloud,Communication_Fiber_Metro,Deployment_Cloud_H100,4,117,4175554.9550407724,0.040000000000000036,73.54522285334613,8.607597265485339,186.28549220543997,0.00010226911181146942,0.96,9778.123445947935,1.1162241376652893,417555.49550407723,2087.777477520386,0.18628549220543997,True,0.0,17.040797233581543,"[0.0007475904978349067, 0.5575315453916824, 0.2852940847618954, 0.0003671671357159717, 0.05094598719453098, 0.1051136250183402]"
32,WeightedSumBaseline,Camera_Basler_ace2Pro,Edge_TinyYOLO_v4,10.0,Macro,Meso,0.5457894754290636,Storage_Google_Cloud,Communication_5G_SmallCell,Deployment_Intel_NUC_Extreme,1,123,3374717.722096068,0.11378674534555977,67.7460701754386,4.12825939767077,144.33507572590014,0.0002075666345313065,0.8862132546544402,4817.729989494886,0.5499691768829778,337471.7722096068,1687.3588610480338,0.14433507572590015,True,0.0,17.040797233581543,"[0.00016306685196030896, 0.0029570608586604588, 0.42322946808179296, 0.17015719802838344, 0.38607371435907756, 0.017419491820125272]"
33,WeightedSumBaseline,Camera_Basler_ace2Pro,Traditional_Otsu_Enhanced,14.2439600930261,Micro,Micro,0.24343456170515432,Storage_Hybrid_Tiered,Communication_5G_SmallCell,Deployment_Jetson_OrinNano,3,46,1146276.1426716177,0.040000000000000036,72.34219819963089,19.869491970528447,364.64712765935616,9.186642405099507e-05,0.96,10885.36982178494,1.2426221257745365,114627.61426716177,573.1380713358088,0.36464712765935614,True,0.0,17.040797233581543,"[0.14818149951226928, 0.5891749075973352, 0.032501745841516196, 0.0013354541144520314, 0.02182650153605438, 0.20697989139837303]"
34,WeightedSumBaseline,Vehicle_Accelerometer_Pro,Traditional_Morphology,69.99388760572498,Micro,Macro,0.6344090156275832,Storage_Hybrid_Tiered,Communication_5G_SmallCell,Deployment_Jetson_OrinNano,3,121,1108366.4170248117,0.09649919007604768,66.62330293690663,3.5250558757631736,169.30971722209446,0.00018656309724081894,0.9035008099239523,5360.116844057227,0.6118854844814187,110836.64170248117,554.1832085124058,0.16930971722209445,True,0.0,17.040797233581543,"[0.8385423492457618, 0.002563241570969066, 0.10462897144847501, 0.0005385430131632741, 0.051486378135069955, 0.002240516586560986]"
35,WeightedSumBaseline,Camera_Basler_ace2Pro,DL_YOLOv8_Nano,40.31397542220104,Micro,Macro,0.49329619412070236,Storage_Hybrid_Tiered,Communication_5G_SmallCell,Deployment_Jetson_OrinNano,4,100,1483145.4379465966,0.040000000000000036,101.093527783844,10.155518118270098,218.38224097951468,0.00011845687277554616,0.96,8441.89093101263,0.9636861793393412,148314.54379465966,741.5727189732984,0.21838224097951467,True,0.0,17.040797233581543,"[0.5952276384556049, 0.0027032108279964376, 0.014252722192290007, 0.009510697718221705, 0.19094666229499574, 0.18735906851089115]"
36,WeightedSumBaseline,MMS_ZF_Profiler9020C,ML_SVM_Optimized,10.0,Meso,Micro,0.43023885398810224,Storage_Google_Cloud,Communication_5G_SmallCell,Deployment_Cloud_GPU_A4000,3,78,4338087.585044285,0.040000000000000036,183.45263157894738,52.73057484486396,2387.1557076923077,6.643704086725419e-05,0.96,15051.844376965393,1.7182470749960495,433808.75850442855,2169.0437925221427,2.387155707692308,True,0.0,17.040797233581543,"[0.051581330694203925, 0.8411409005964438, 0.0023815833199297364, 0.010701495226895568, 0.0002965678810015522, 0.09389812228152543]"
37,WeightedSumBaseline,Camera_FLIR_A700,DL_YOLOv8_SOTA,58.600172789081746,Macro,Micro,0.38575964798567597,Storage_Hybrid_Tiered,Communication_Fiber_Metro,Deployment_Cloud_GPU_A4000,4,89,2084505.548768311,0.040000000000000036,73.13345817063173,11.315605393952634,218.51804319793027,0.0001166477666769664,0.96,8572.817367085201,0.9786321195302741,208450.5548768311,1042.2527743841556,0.21851804319793028,True,0.0,17.040797233581543,"[0.0008556239783231214, 0.6003111156157107, 0.01161281415151558, 0.1604291347417575, 0.2100193183465805, 0.016771993166112546]"
38,WeightedSumBaseline,Camera_Basler_ace2Pro,Traditional_Canny_Optimized,30.68106329544784,Macro,Micro,0.7406816675874683,Storage_Hybrid_Tiered,Communication_Fiber_Metro,Deployment_Jetson_OrinNano,5,159,1696366.9951558907,0.18725364332590888,66.34555611157532,7.025830144715162,120.35135900374189,8.913626532083634e-05,0.8127463566740911,11218.7783098227,1.2806824554592122,169636.69951558908,848.1834975779453,0.12035135900374189,True,0.0,17.040797233581543,"[0.26946322236041587, 0.0015148812990034525, 0.36174712172925555, 0.11144638823768717, 0.20998365258580057, 0.04584473378783739]"
39,WeightedSumBaseline,IoT_LoRaWAN_Sensor,DL_YOLOv8_Nano,84.4797086626895,Micro,Micro,0.688772776643526,Storage_Hybrid_Tiered,Communication_Fiber_Metro,Deployment_Cloud_GPU_A4000,1,58,5720157.825745904,0.040000000000000036,11.223508107046356,0.18259065109903427,10.705077367058891,0.00018850088692049758,0.96,5305.014826915703,0.6055952998762218,572015.7825745904,2860.078912872952,0.01070507736705889,True,0.0,17.040797233581543,"[0.07020895017510663, 0.09179903390785302, 0.4347067395400259, 0.12866417092913426, 0.01882310914549028, 0.25579799630238986]"
40,WeightedSumBaseline,Vehicle_Accelerometer_Pro,Traditional_Morphology,23.71648404614405,Macro,Micro,0.2446617842504734,Storage_Google_Cloud,Communication_Fiber_Metro,Deployment_Cloud_GPU_A4000,1,9,3328820.076844481,0.05700001975620084,70.00680178372605,26.329121047366915,1557.318567735149,0.0001744626521692131,0.9429999802437992,5731.885808030075,0.6543248639303739,332882.0076844481,1664.4100384222404,1.5573185677351489,True,0.0,17.040797233581543,"[0.5565210329012804, 0.11321193538009532, 0.06126330519365634, 0.0004296022597534303, 0.024563469592544785, 0.24401065467266955]"
41,WeightedSumBaseline,Camera_Basler_ace2Pro,DL_MobileNetV3_Edge,55.88166024708015,Macro,Macro,0.11368641704716578,Storage_Hybrid_Tiered,Communication_Fiber_Metro,Deployment_Intel_NUC_Extreme,1,49,1608648.1477969796,0.040000000000000036,69.70986309215934,10.362773590071527,337.47374389972305,0.0001259392316407457,0.96,7940.337470476241,0.9064312180908951,160864.81477969798,804.3240738984899,0.33747374389972307,True,0.0,17.040797233581543,"[5.10754494783672e-05, 0.7259829517477048, 0.16793586352615203, 0.030756297879373805, 0.04426106977642473, 0.031012741620866143]"
42,WeightedSumBaseline,Vehicle_Accelerometer_Pro,DL_YOLOv7_Standard,55.23005363462351,Macro,Macro,0.47710742242789383,Storage_Hybrid_Tiered,Communication_Fiber_Metro,Deployment_Jetson_OrinNano,1,34,1691604.5154541333,0.07143662100761428,66.07333208664565,6.969473218420654,454.09618694836547,0.0002332544374635218,0.9285633789923857,4287.163883672687,0.4894022698256492,169160.45154541332,845.8022577270666,0.45409618694836545,True,0.0,17.040797233581543,"[0.003799787735761251, 0.01093111172942273, 0.10400306703910694, 0.22089779302832097, 0.6124983072191743, 0.04786993324821391]"
43,WeightedSumBaseline,Camera_Basler_ace2Pro,DL_EfficientNet_B0,28.888605862428,Meso,Micro,0.6995532190040692,Storage_Hybrid_Tiered,Communication_Fiber_Metro,Deployment_Intel_NUC_Extreme,2,21,2418137.371603325,0.08007412389339463,71.29169040848777,33.85172706090032,749.9335757725742,0.0001259392316407457,0.9199258761066054,7940.337470476241,0.9064312180908951,241813.7371603325,1209.0686858016625,0.7499335757725741,True,0.0,17.040797233581543,"[0.01708937992000816, 0.1728522227060315, 0.15744021605028483, 0.001162590429210795, 0.3520334648103626, 0.29942212608410207]"
44,WeightedSumBaseline,Camera_Basler_ace2Pro,DL_YOLOv8_Nano,51.170852631429376,Meso,Meso,0.6085950207893448,Storage_Google_Cloud,Communication_Fiber_Metro,Deployment_Cloud_GPU_A4000,4,70,4087057.4384338935,0.06356189925621569,79.29669808888775,14.507883026100137,269.8706984290641,0.00010083114188665738,0.9364381007437843,9917.57091399484,1.1321427984012373,408705.7438433893,2043.5287192169467,0.2698706984290641,True,0.0,17.040797233581543,"[0.14016035245871789, 0.1586339905640782, 0.08202128260568989, 0.2562212336467696, 0.0001613696138005052, 0.36280177111094397]"
45,WeightedSumBaseline,Camera_Basler_ace2Pro,DL_UNet_Standard,44.62291307932512,Micro,Meso,0.45099206201990893,Storage_Google_Cloud,Communication_Fiber_Metro,Deployment_Cloud_GPU_A4000,5,86,4214970.00378494,0.040000000000000036,91.01842782273249,12.989616197787333,246.96150974499474,0.00010083114188665738,0.96,9917.57091399484,1.1321427984012373,421497.000378494,2107.48500189247,0.24696150974499476,True,0.0,17.040797233581543,"[0.0010130049011287244, 0.1871121334024721, 0.18456408503487562, 0.23497012871927103, 0.045086813871812896, 0.3472538340704396]"
46,WeightedSumBaseline,MMS_ZF_Profiler9020C,ML_SVM_Optimized,19.01002389574535,Micro,Meso,0.6061541607743443,Storage_Hybrid_Tiered,Communication_Fiber_Metro,Deployment_Jetson_OrinNano,6,123,2742210.1691142274,0.040000000000000036,178.51732555278102,48.30063495274802,2321.0441121580293,7.66760252767293e-05,0.96,13041.886253114033,1.4887998005837937,274221.0169114227,1371.1050845571135,2.321044112158029,True,0.0,17.040797233581543,"[0.029290102074275518, 0.07641280937392818, 3.0947005795640616e-06, 0.01599024430734363, 0.005315358766054453, 0.8729883907778185]"
47,WeightedSumBaseline,Camera_Basler_ace2Pro,DL_MaskRCNN_ResNet50,61.82136299241661,Micro,Meso,0.5568642780113092,Storage_Hybrid_Tiered,Communication_Fiber_Metro,Deployment_Jetson_AGX_Orin,3,80,2286816.3757314817,0.040000000000000036,95.73089793734533,11.424957883053857,275.91242406715156,0.00011502495965942254,0.96,8693.765274605621,0.9924389582883129,228681.63757314818,1143.408187865741,0.27591242406715155,True,0.0,17.040797233581543,"[0.03933884835144016, 0.19746994002066198, 0.04500920327316978, 1.0681699605780372e-06, 0.6213247984187864, 0.09685614176598124]"
48,WeightedSumBaseline,Camera_Basler_ace2Pro,Hybrid_CNN_SVM,46.74724317230777,Macro,Macro,0.6543415029497213,Storage_Google_Cloud,Communication_Fiber_Metro,Deployment_Intel_NUC_Extreme,4,58,3895448.138714835,0.12164162172778814,67.3854876253954,17.509513997017407,299.46335946176316,0.0001774582989596349,0.8783583782722119,5635.12670786652,0.6432793045509726,389544.8138714835,1947.7240693574174,0.29946335946176317,True,0.0,17.040797233581543,"[0.10693667795628256, 0.03617157190198077, 0.63697335108736, 0.09984418713686348, 0.03394254162633102, 0.08613167029118227]"
